year,state,district,crop,season,area_ha,yield_kg_per_ha,production_tonnes,rainfall_mm,max_temp_c,min_temp_c,irrigation_percent,fertilizer_kg_per_ha
1996,Tamil Nadu,Viluppuram,Rice,Navarai,69433.35,3359.52,233262.93,1537.4,36.5,25.4,55.9,232.7
1996,Tamil Nadu,Kallakurichi,Rice,Kuruvai,58468.74,3612.39,211212.15,758.8,29.9,23.7,40.0,215.1
1996,Tamil Nadu,Kallakurichi,Rice,Samba,40334.12,3746.97,151130.88,849.0,37.6,23.5,41.4,147.4
1996,Tamil Nadu,Kallakurichi,Rice,Navarai,61395.63,3227.84,198174.98,1198.4,28.5,20.0,77.4,107.4
1996,Tamil Nadu,Vellore,Rice,Kuruvai,67869.74,4082.76,277095.78,509.2,29.1,22.4,49.6,246.1
1996,Tamil Nadu,Vellore,Rice,Samba,52232.75,4203.78,219575.08,1002.4,30.7,25.2,42.4,234.5
1996,Tamil Nadu,Vellore,Rice,Navarai,5403.44,4123.61,22281.69,1137.2,31.0,21.5,44.0,248.1
1996,Tamil Nadu,Ranipet,Rice,Kuruvai,21941.98,3129.26,68662.15,1075.3,35.0,19.5,51.6,108.6
1996,Tamil Nadu,Ranipet,Rice,Samba,19573.77,3329.62,65173.23,1719.1,33.2,21.5,54.0,79.0
1996,Tamil Nadu,Ranipet,Rice,Navarai,75691.18,2876.02,217689.24,1371.4,32.9,22.6,56.1,151.9
1996,Tamil Nadu,Tirupathur,Rice,Kuruvai,6249.44,4023.19,25142.68,1162.2,29.7,24.3,99.1,240.2
1996,Tamil Nadu,Tirupathur,Rice,Samba,37946.19,4544.38,172442.0,1589.4,32.8,21.6,69.6,174.2
1996,Tamil Nadu,Tirupathur,Rice,Navarai,51761.71,3652.77,189073.78,1245.8,29.2,19.6,71.6,142.5
1996,Tamil Nadu,Tiruvannamalai,Rice,Kuruvai,79006.71,3896.69,307864.56,1362.4,31.3,19.7,98.6,121.5
1996,Tamil Nadu,Tiruvannamalai,Rice,Samba,65389.95,4670.65,305413.47,789.5,28.6,20.1,93.7,193.5
1996,Tamil Nadu,Tiruvannamalai,Rice,Navarai,47075.39,4004.9,188532.03,909.1,30.2,23.7,98.2,101.6
1996,Tamil Nadu,Salem,Rice,Kuruvai,66535.39,4096.26,272545.98,1160.8,31.0,20.3,45.2,198.5
1996,Tamil Nadu,Salem,Rice,Samba,35014.66,4683.33,163985.2,914.8,29.0,21.2,79.8,189.8
1996,Tamil Nadu,Salem,Rice,Navarai,19198.65,3563.62,68416.77,1655.4,30.1,20.6,56.8,92.9
1996,Tamil Nadu,Namakkal,Rice,Kuruvai,29153.87,4039.67,117772.14,1180.4,30.6,23.6,47.0,166.6
1996,Tamil Nadu,Namakkal,Rice,Samba,70092.69,4742.56,332418.99,1250.9,32.0,20.6,55.4,156.3
1996,Tamil Nadu,Namakkal,Rice,Navarai,31755.23,3885.42,123382.51,1571.3,34.5,23.3,60.0,217.2
1996,Tamil Nadu,Dharmapuri,Rice,Kuruvai,41281.88,3272.38,135090.11,417.9,36.7,22.1,60.6,94.9
1996,Tamil Nadu,Dharmapuri,Rice,Samba,55256.83,3328.83,183940.58,1746.0,34.0,24.7,46.6,141.5
1996,Tamil Nadu,Dharmapuri,Rice,Navarai,9032.04,2927.12,26437.88,1590.4,30.1,23.7,72.6,219.9
1996,Tamil Nadu,Krishnagiri,Rice,Kuruvai,34954.83,2980.77,104192.17,1249.4,37.3,24.9,99.7,74.1
1996,Tamil Nadu,Krishnagiri,Rice,Samba,24963.81,3506.62,87538.65,1501.8,28.6,21.6,70.3,170.9
1996,Tamil Nadu,Krishnagiri,Rice,Navarai,48073.91,3122.07,150089.96,1296.7,30.6,19.6,47.2,110.4
1996,Tamil Nadu,Erode,Rice,Kuruvai,30025.12,4126.52,123899.22,951.2,29.9,19.4,75.5,248.1
1996,Tamil Nadu,Erode,Rice,Samba,22449.12,4223.62,94816.6,1385.5,37.5,21.9,79.7,153.7
1996,Tamil Nadu,Erode,Rice,Navarai,42108.1,3576.42,150596.41,1534.8,35.4,23.6,46.8,199.7
1996,Tamil Nadu,Tiruppur,Rice,Kuruvai,66189.4,4005.02,265089.84,914.0,33.4,20.0,84.8,71.5
1996,Tamil Nadu,Tiruppur,Rice,Samba,73581.52,4505.09,331491.56,1340.5,31.9,19.0,47.2,166.2
1996,Tamil Nadu,Tiruppur,Rice,Navarai,43183.4,3730.65,161102.24,668.8,36.4,24.1,93.7,91.2
1996,Tamil Nadu,Coimbatore,Rice,Kuruvai,24642.69,4787.53,117977.73,647.4,33.8,25.3,59.2,190.6
1996,Tamil Nadu,Coimbatore,Rice,Samba,19263.04,5425.63,104514.05,650.4,37.0,21.8,54.7,150.7
1996,Tamil Nadu,Coimbatore,Rice,Navarai,36728.59,5215.05,191541.39,1192.2,29.6,23.8,70.8,187.1
1996,Tamil Nadu,The Nilgiris,Rice,Kuruvai,40622.58,4734.82,192340.6,855.8,37.8,23.7,42.6,128.8
1996,Tamil Nadu,The Nilgiris,Rice,Samba,37651.87,4810.21,181113.31,1013.6,30.6,20.2,81.3,162.6
1996,Tamil Nadu,The Nilgiris,Rice,Navarai,8561.66,4393.49,37615.56,502.5,36.1,24.3,85.2,198.9
1996,Tamil Nadu,Karur,Rice,Kuruvai,50852.76,4397.45,223622.42,1100.5,31.6,20.9,78.6,194.7
1996,Tamil Nadu,Karur,Rice,Samba,46224.4,4807.24,222211.95,1138.9,33.2,23.0,85.0,243.6
1996,Tamil Nadu,Karur,Rice,Navarai,43800.42,4412.73,193279.32,1075.4,28.9,24.4,84.8,126.1
1996,Tamil Nadu,Dindigul,Rice,Kuruvai,22762.95,3795.78,86403.19,1710.4,34.8,21.9,81.4,131.9
1996,Tamil Nadu,Dindigul,Rice,Samba,52643.44,4153.85,218672.85,468.8,28.3,22.9,85.7,166.7
1996,Tamil Nadu,Dindigul,Rice,Navarai,21254.42,3300.88,70158.35,501.3,37.5,20.6,95.3,146.7
1996,Tamil Nadu,Theni,Rice,Kuruvai,60614.39,5160.32,312789.4,595.6,29.0,22.0,96.0,167.6
1996,Tamil Nadu,Theni,Rice,Samba,65380.79,4939.93,322976.19,1287.4,37.1,20.5,79.9,84.2
1996,Tamil Nadu,Theni,Rice,Navarai,26194.81,4828.03,126469.4,1239.2,29.7,24.2,58.2,189.2
1996,Tamil Nadu,Madurai,Rice,Kuruvai,22034.87,3461.03,76263.25,766.8,36.8,25.2,51.8,180.5
1996,Tamil Nadu,Madurai,Rice,Samba,53775.59,3608.46,194047.27,795.6,31.8,19.7,83.1,160.7
1996,Tamil Nadu,Madurai,Rice,Navarai,28734.58,2881.72,82805.0,877.5,36.0,25.3,71.1,152.0
1996,Tamil Nadu,Virudhunagar,Rice,Kuruvai,40669.65,3155.96,128351.77,1693.9,28.2,23.1,72.9,109.5
1996,Tamil Nadu,Virudhunagar,Rice,Samba,3055.2,3560.66,10878.51,630.3,30.3,20.8,42.3,92.1
1996,Tamil Nadu,Virudhunagar,Rice,Navarai,11238.33,2754.33,30954.09,1596.4,30.6,19.1,53.4,80.2
1996,Tamil Nadu,Ramanathapuram,Rice,Kuruvai,22519.02,3278.41,73826.61,1668.3,33.7,21.5,62.9,144.1
1996,Tamil Nadu,Ramanathapuram,Rice,Samba,75695.3,3418.38,258755.44,1185.0,29.0,20.4,64.8,107.1
1996,Tamil Nadu,Ramanathapuram,Rice,Navarai,49638.84,3046.48,151223.61,936.3,36.7,23.0,66.4,82.1
1996,Tamil Nadu,Sivaganga,Rice,Kuruvai,41038.9,3924.8,161069.67,419.1,31.0,23.9,87.4,123.2
1996,Tamil Nadu,Sivaganga,Rice,Samba,20813.85,4086.07,85046.75,675.4,28.6,20.4,40.6,182.9
1996,Tamil Nadu,Sivaganga,Rice,Navarai,29628.8,3456.12,102400.75,411.8,36.4,19.2,96.4,230.6
1996,Tamil Nadu,Tiruchirappalli,Rice,Kuruvai,52836.12,3871.19,204538.85,475.7,32.6,22.8,93.3,88.8
1996,Tamil Nadu,Tiruchirappalli,Rice,Samba,27378.39,4219.74,115529.77,610.7,33.0,24.6,66.5,158.3
1996,Tamil Nadu,Tiruchirappalli,Rice,Navarai,22842.56,3963.18,90529.28,1207.8,30.2,20.9,88.2,77.9
1996,Tamil Nadu,Perambalur,Rice,Kuruvai,40900.65,4829.05,197511.11,978.1,33.4,19.3,40.1,114.1
1996,Tamil Nadu,Perambalur,Rice,Samba,34643.97,5227.12,181088.12,1396.9,29.8,19.6,96.4,116.9
1996,Tamil Nadu,Perambalur,Rice,Navarai,16000.19,5043.57,80698.07,1477.0,34.0,21.4,55.8,91.9
1996,Tamil Nadu,Ariyalur,Rice,Kuruvai,30990.61,4086.81,126652.88,1661.8,29.6,21.7,48.5,182.5
1996,Tamil Nadu,Ariyalur,Rice,Samba,76166.26,4447.02,338713.1,1244.2,28.6,25.3,71.8,190.5
1996,Tamil Nadu,Ariyalur,Rice,Navarai,70673.85,3426.84,242187.8,580.6,32.7,23.2,41.9,119.5
1996,Tamil Nadu,Thanjavur,Rice,Kuruvai,145557.13,2895.22,421419.58,1668.2,33.2,20.1,95.3,206.3
1996,Tamil Nadu,Thanjavur,Rice,Samba,81651.0,3507.41,286383.26,707.6,32.4,24.5,87.0,151.6
1996,Tamil Nadu,Thanjavur,Rice,Navarai,84263.88,2883.78,242998.3,840.8,29.2,20.9,52.6,152.0
1996,Tamil Nadu,Tiruvarur,Rice,Kuruvai,64363.13,4666.02,300319.45,1195.9,31.6,24.3,55.4,194.8
1996,Tamil Nadu,Tiruvarur,Rice,Samba,145503.94,5351.27,778631.34,1347.9,35.7,22.3,77.1,152.1
1996,Tamil Nadu,Tiruvarur,Rice,Navarai,170202.81,4730.4,805127.11,722.1,32.1,24.8,53.7,164.4
1996,Tamil Nadu,Nagapattinam,Rice,Kuruvai,66391.92,4592.79,304924.2,538.6,30.7,25.0,60.8,245.1
1996,Tamil Nadu,Nagapattinam,Rice,Samba,155759.49,4845.89,754793.86,541.1,35.1,19.2,92.2,95.0
1996,Tamil Nadu,Nagapattinam,Rice,Navarai,153975.4,4793.72,738114.62,956.7,31.4,20.6,68.8,169.3
1996,Tamil Nadu,Mayiladuthurai,Rice,Kuruvai,194847.98,3864.61,753010.68,1073.6,31.3,22.1,74.2,148.4
1996,Tamil Nadu,Mayiladuthurai,Rice,Samba,174990.69,4683.03,819487.42,1253.3,33.9,21.6,69.2,126.5
1996,Tamil Nadu,Mayiladuthurai,Rice,Navarai,152460.44,3807.09,580430.84,1730.8,35.3,19.4,93.1,225.3
1996,Tamil Nadu,Pudukkottai,Rice,Kuruvai,72709.78,3734.63,271544.16,667.5,32.4,23.1,89.0,247.9
1996,Tamil Nadu,Pudukkottai,Rice,Samba,49537.32,3853.23,190878.63,1092.8,35.4,24.4,70.0,124.9
1996,Tamil Nadu,Pudukkottai,Rice,Navarai,24595.67,3677.85,90459.09,739.1,29.7,22.7,57.4,183.2
1996,Tamil Nadu,Thoothukudi,Rice,Kuruvai,12774.08,3420.81,43697.63,1614.3,30.3,24.4,76.5,244.8
1996,Tamil Nadu,Thoothukudi,Rice,Samba,33511.05,3788.05,126941.66,1154.6,30.9,19.8,82.2,186.1
1996,Tamil Nadu,Thoothukudi,Rice,Navarai,26386.74,2920.7,77067.86,849.3,30.5,22.7,89.4,88.6
1996,Tamil Nadu,Tirunelveli,Rice,Kuruvai,32641.82,5005.46,163387.49,1496.6,37.6,19.9,65.2,156.6
1996,Tamil Nadu,Tirunelveli,Rice,Samba,55786.47,5196.15,289874.98,672.7,36.2,24.6,69.2,123.7
1996,Tamil Nadu,Tirunelveli,Rice,Navarai,59249.63,4189.16,248205.9,532.7,28.1,20.1,44.1,249.2
1996,Tamil Nadu,Tenkasi,Rice,Kuruvai,43052.34,3304.18,142252.77,1622.7,31.9,21.3,52.4,138.0
1996,Tamil Nadu,Tenkasi,Rice,Samba,47444.38,3826.55,181548.51,667.8,32.1,25.6,62.6,189.5
1996,Tamil Nadu,Tenkasi,Rice,Navarai,26516.84,3011.72,79861.25,643.6,35.6,19.1,73.5,138.3
1996,Tamil Nadu,Kanniyakumari,Rice,Kuruvai,59471.94,4158.73,247327.73,669.6,29.0,25.3,61.0,169.2
1996,Tamil Nadu,Kanniyakumari,Rice,Samba,43435.85,4026.9,174911.74,1032.6,36.0,23.1,45.8,168.6
1996,Tamil Nadu,Kanniyakumari,Rice,Navarai,14754.68,3927.54,57949.54,1348.3,28.2,21.9,60.0,190.5
1997,Tamil Nadu,Chennai,Rice,Kuruvai,73952.25,3617.84,267547.52,414.9,34.2,21.9,91.6,115.3
1997,Tamil Nadu,Chennai,Rice,Samba,9591.17,3693.1,35421.17,1461.8,28.2,24.7,40.8,188.3
1997,Tamil Nadu,Chennai,Rice,Navarai,29370.59,3202.43,94057.33,497.5,33.9,22.6,84.5,161.8
1997,Tamil Nadu,Kanchipuram,Rice,Kuruvai,78153.55,3894.82,304394.14,861.1,33.9,24.9,66.5,73.2
1997,Tamil Nadu,Kanchipuram,Rice,Samba,56377.13,4030.97,227254.68,665.1,35.7,24.9,77.1,186.0
1997,Tamil Nadu,Kanchipuram,Rice,Navarai,22945.71,3866.98,88730.51,700.8,28.4,20.4,50.7,130.8
1997,Tamil Nadu,Chengalpattu,Rice,Kuruvai,5246.14,3851.5,20205.53,954.0,31.0,25.1,84.8,224.4
1997,Tamil Nadu,Chengalpattu,Rice,Samba,18867.68,3957.32,74665.53,491.0,36.3,19.9,94.2,225.6
1997,Tamil Nadu,Chengalpattu,Rice,Navarai,64836.82,3656.09,237048.97,1500.1,32.6,25.6,69.2,153.3
1997,Tamil Nadu,Thiruvallur,Rice,Kuruvai,39017.38,4980.89,194341.36,1454.2,36.1,19.2,68.1,186.4
1997,Tamil Nadu,Thiruvallur,Rice,Samba,45226.87,4542.7,205452.0,844.2,30.8,22.7,43.1,98.5
1997,Tamil Nadu,Thiruvallur,Rice,Navarai,37909.54,4122.45,156280.06,1469.1,32.5,24.5,77.1,90.4
1997,Tamil Nadu,Cuddalore,Rice,Kuruvai,47716.76,3218.13,153558.53,639.1,30.3,23.0,65.4,162.7
1997,Tamil Nadu,Cuddalore,Rice,Samba,22861.34,3702.65,84647.59,1765.7,31.3,23.2,45.4,179.1
1997,Tamil Nadu,Cuddalore,Rice,Navarai,63688.3,3292.74,209708.82,1225.6,32.5,25.0,97.4,159.8
1997,Tamil Nadu,Viluppuram,Rice,Kuruvai,19115.16,4643.82,88767.41,738.1,33.1,21.7,66.9,246.5
1997,Tamil Nadu,Viluppuram,Rice,Samba,6692.75,5429.32,36337.03,1199.0,35.6,20.0,74.3,115.7
1997,Tamil Nadu,Viluppuram,Rice,Navarai,26813.64,4137.84,110950.7,1780.2,31.1,19.9,51.9,175.8
1997,Tamil Nadu,Kallakurichi,Rice,Kuruvai,37657.34,3119.73,117480.72,1297.0,32.1,20.9,52.4,187.7
1997,Tamil Nadu,Kallakurichi,Rice,Samba,46510.57,3385.84,157477.24,564.5,35.9,23.7,46.9,195.1
1997,Tamil Nadu,Kallakurichi,Rice,Navarai,52498.17,2740.29,143860.0,1739.5,31.3,25.7,94.1,118.7
1997,Tamil Nadu,Vellore,Rice,Kuruvai,43053.92,4818.13,207439.31,421.4,30.2,21.0,66.6,100.8
1997,Tamil Nadu,Vellore,Rice,Samba,53057.12,5263.02,279240.46,1738.7,28.0,20.7,95.7,237.8
1997,Tamil Nadu,Vellore,Rice,Navarai,42568.44,3940.2,167728.14,653.7,36.1,19.9,68.1,238.9
1997,Tamil Nadu,Ranipet,Rice,Kuruvai,16100.99,3524.84,56753.46,994.3,31.1,21.0,98.3,97.6
1997,Tamil Nadu,Ranipet,Rice,Samba,73527.61,3358.12,246914.7,659.7,34.5,24.0,81.3,127.5
1997,Tamil Nadu,Ranipet,Rice,Navarai,38213.38,3508.6,134075.44,1033.3,32.2,20.1,65.6,166.7
1997,Tamil Nadu,Tirupathur,Rice,Kuruvai,51907.09,3117.52,161821.49,425.2,33.6,24.5,72.5,128.3
1997,Tamil Nadu,Tirupathur,Rice,Samba,70614.87,3540.93,250042.11,1343.9,36.0,23.6,63.9,162.5
1997,Tamil Nadu,Tirupathur,Rice,Navarai,10368.14,2930.59,30384.77,527.5,34.5,21.9,64.3,192.3
1997,Tamil Nadu,Tiruvannamalai,Rice,Kuruvai,16130.84,3279.49,52900.86,1318.6,36.8,22.4,72.5,235.4
1997,Tamil Nadu,Tiruvannamalai,Rice,Samba,33274.12,3365.22,111974.66,801.6,30.7,25.0,44.2,192.0
1997,Tamil Nadu,Tiruvannamalai,Rice,Navarai,23787.97,2813.67,66931.51,1639.0,30.2,22.2,68.2,227.2
1997,Tamil Nadu,Salem,Rice,Kuruvai,3734.5,4455.02,16637.28,1670.1,35.4,22.8,71.8,132.6
1997,Tamil Nadu,Salem,Rice,Samba,57989.79,5240.17,303876.63,616.6,32.5,21.9,81.2,115.0
1997,Tamil Nadu,Salem,Rice,Navarai,73148.21,4410.16,322595.27,548.5,30.3,25.7,97.5,87.6
1997,Tamil Nadu,Namakkal,Rice,Kuruvai,41696.17,2948.49,122940.85,428.6,34.0,20.9,91.7,121.0
1997,Tamil Nadu,Namakkal,Rice,Samba,5679.54,3364.01,19106.02,804.9,36.1,24.6,67.4,179.2
1997,Tamil Nadu,Namakkal,Rice,Navarai,24209.39,2750.92,66598.11,1150.7,32.5,22.1,45.5,199.3
1997,Tamil Nadu,Dharmapuri,Rice,Kuruvai,47957.09,3200.07,153466.06,1028.5,33.4,20.4,49.3,228.5
1997,Tamil Nadu,Dharmapuri,Rice,Samba,41344.18,3723.09,153927.96,1182.4,35.1,20.2,55.1,215.9
1997,Tamil Nadu,Dharmapuri,Rice,Navarai,19491.57,3082.8,60088.69,855.7,29.4,24.0,72.0,95.9
1997,Tamil Nadu,Krishnagiri,Rice,Kuruvai,28942.99,3163.3,91555.45,841.9,28.9,20.6,51.3,147.0
1997,Tamil Nadu,Krishnagiri,Rice,Samba,42958.18,3226.61,138609.21,1748.0,33.9,22.3,74.4,237.0
1997,Tamil Nadu,Krishnagiri,Rice,Navarai,23222.79,2721.12,63191.88,1441.7,33.0,19.5,83.4,215.1
1997,Tamil Nadu,Erode,Rice,Kuruvai,68082.37,3649.5,248466.47,1368.1,36.8,22.5,58.8,205.7
1997,Tamil Nadu,Erode,Rice,Samba,58780.52,3816.79,224352.97,700.6,31.6,21.0,50.6,203.8
1997,Tamil Nadu,Erode,Rice,Navarai,78619.96,3270.15,257099.12,512.0,28.9,23.1,76.0,145.4
1997,Tamil Nadu,Tiruppur,Rice,Kuruvai,14515.3,3428.55,49766.38,573.0,29.0,23.3,51.8,115.3
1997,Tamil Nadu,Tiruppur,Rice,Samba,20748.1,4418.6,91677.66,693.8,32.9,19.1,80.3,164.2
1997,Tamil Nadu,Tiruppur,Rice,Navarai,63981.0,3673.53,235035.88,958.0,29.7,20.8,55.8,170.1
1997,Tamil Nadu,Coimbatore,Rice,Kuruvai,20759.18,4164.33,86447.99,874.6,29.4,25.0,58.5,188.6
1997,Tamil Nadu,Coimbatore,Rice,Samba,59382.32,3993.28,237130.22,1335.5,37.0,19.4,48.4,199.0
1997,Tamil Nadu,Coimbatore,Rice,Navarai,42021.29,3259.72,136977.61,1067.3,35.6,20.8,68.8,248.6
1997,Tamil Nadu,The Nilgiris,Rice,Kuruvai,6119.21,4394.24,26889.26,684.3,32.0,24.9,60.8,187.8
1997,Tamil Nadu,The Nilgiris,Rice,Samba,47433.11,4764.73,226006.18,517.4,37.9,19.9,44.3,228.1
1997,Tamil Nadu,The Nilgiris,Rice,Navarai,33141.98,3906.76,129477.76,880.3,32.1,24.0,70.7,239.8
1997,Tamil Nadu,Karur,Rice,Kuruvai,6785.21,3083.22,20920.31,1595.1,30.4,25.1,41.1,201.8
1997,Tamil Nadu,Karur,Rice,Samba,6455.84,3591.86,23188.45,1058.4,28.3,23.8,68.9,92.4
1997,Tamil Nadu,Karur,Rice,Navarai,50896.27,2939.05,149586.72,1543.9,36.6,23.3,40.8,195.1
1997,Tamil Nadu,Dindigul,Rice,Kuruvai,73616.58,3703.23,272619.48,1340.1,28.0,25.5,46.8,87.1
1997,Tamil Nadu,Dindigul,Rice,Samba,48054.37,4098.31,196941.7,447.8,31.2,24.7,81.4,200.5
1997,Tamil Nadu,Dindigul,Rice,Navarai,23979.97,3488.02,83642.63,1772.7,32.9,19.1,48.4,128.0
1997,Tamil Nadu,Theni,Rice,Kuruvai,73268.98,3962.7,290343.32,1457.6,34.1,23.4,78.3,183.2
1997,Tamil Nadu,Theni,Rice,Samba,62824.87,5036.65,316426.85,701.9,28.8,22.4,70.8,219.3
1997,Tamil Nadu,Theni,Rice,Navarai,5941.61,3975.13,23618.7,1559.3,29.6,23.2,75.6,99.6
1997,Tamil Nadu,Madurai,Rice,Kuruvai,16191.99,3517.02,56947.63,1253.2,34.4,19.6,93.6,140.1
1997,Tamil Nadu,Madurai,Rice,Samba,69495.43,3684.53,256057.99,824.8,36.6,24.5,95.8,114.2
1997,Tamil Nadu,Madurai,Rice,Navarai,3409.96,3237.43,11039.5,874.9,31.2,23.5,91.1,179.7
1997,Tamil Nadu,Virudhunagar,Rice,Kuruvai,3896.66,4525.46,17634.18,1326.1,33.9,24.2,74.3,82.0
1997,Tamil Nadu,Virudhunagar,Rice,Samba,9132.67,5180.43,47311.19,1176.1,31.3,24.0,78.6,129.9
1997,Tamil Nadu,Virudhunagar,Rice,Navarai,45613.93,4307.03,196460.36,1375.1,31.8,25.6,89.1,175.8
1997,Tamil Nadu,Ramanathapuram,Rice,Kuruvai,25797.04,3323.03,85724.46,631.5,37.8,19.8,95.9,234.4
1997,Tamil Nadu,Ramanathapuram,Rice,Samba,51512.66,3890.38,200404.05,821.6,33.8,22.5,74.8,121.6
1997,Tamil Nadu,Ramanathapuram,Rice,Navarai,22516.2,2928.57,65940.21,545.3,36.1,19.3,79.5,119.1
1997,Tamil Nadu,Sivaganga,Rice,Kuruvai,32410.77,4724.77,153133.27,560.3,38.0,22.0,60.9,197.8
1997,Tamil Nadu,Sivaganga,Rice,Samba,58406.0,5216.19,304656.7,1584.6,35.4,20.5,48.7,126.9
1997,Tamil Nadu,Sivaganga,Rice,Navarai,5311.56,4386.83,23300.88,1199.8,37.5,22.6,89.1,168.5
1997,Tamil Nadu,Tiruchirappalli,Rice,Kuruvai,69153.04,2889.42,199812.36,708.2,30.0,25.5,91.2,209.5
1997,Tamil Nadu,Tiruchirappalli,Rice,Samba,22511.65,3374.42,75963.69,442.7,29.3,25.2,85.1,146.1
1997,Tamil Nadu,Tiruchirappalli,Rice,Navarai,63382.41,3092.92,196036.92,1411.7,30.0,21.4,68.2,129.5
1997,Tamil Nadu,Perambalur,Rice,Kuruvai,78453.41,4237.2,332422.84,1257.0,32.3,19.5,69.3,196.4
1997,Tamil Nadu,Perambalur,Rice,Samba,9641.19,5415.63,52213.09,929.5,33.8,24.5,59.5,198.9
1997,Tamil Nadu,Perambalur,Rice,Navarai,65464.75,3889.15,254602.07,1404.4,37.4,22.7,72.4,153.0
1997,Tamil Nadu,Ariyalur,Rice,Kuruvai,75207.87,3739.93,281272.53,1644.8,32.7,23.6,93.7,140.7
1997,Tamil Nadu,Ariyalur,Rice,Samba,57654.96,4125.29,237843.67,742.5,35.5,22.6,56.1,209.8
1997,Tamil Nadu,Ariyalur,Rice,Navarai,40058.09,3377.48,135295.4,966.9,30.0,25.7,70.7,202.1
1997,Tamil Nadu,Thanjavur,Rice,Kuruvai,131627.02,3723.36,490095.22,1096.0,29.3,22.5,50.1,92.7
1997,Tamil Nadu,Thanjavur,Rice,Samba,110269.05,4415.36,486877.73,1293.1,35.7,21.6,97.6,217.7
1997,Tamil Nadu,Thanjavur,Rice,Navarai,92843.99,3384.35,314216.5,1597.6,28.3,19.5,56.4,106.0
1997,Tamil Nadu,Tiruvarur,Rice,Kuruvai,114398.41,3560.63,407330.42,559.5,34.8,23.9,83.3,201.1
1997,Tamil Nadu,Tiruvarur,Rice,Samba,185597.25,3833.5,711486.25,1707.4,36.1,24.9,45.6,203.0
1997,Tamil Nadu,Tiruvarur,Rice,Navarai,191844.45,3278.5,628961.29,1239.0,32.8,25.5,44.6,160.2
1997,Tamil Nadu,Nagapattinam,Rice,Kuruvai,191298.72,4336.51,829569.61,963.3,28.2,21.3,72.2,233.9
1997,Tamil Nadu,Nagapattinam,Rice,Samba,138390.1,4550.13,629692.97,772.9,37.0,25.5,64.2,230.3
1997,Tamil Nadu,Nagapattinam,Rice,Navarai,68387.47,4276.08,292430.53,1035.7,35.3,21.6,41.1,88.1
1997,Tamil Nadu,Mayiladuthurai,Rice,Kuruvai,154795.34,4159.64,643892.5,1089.5,37.1,22.4,67.0,105.9
1997,Tamil Nadu,Mayiladuthurai,Rice,Samba,87280.36,4008.04,349823.15,1479.1,31.3,20.7,50.1,209.5
1997,Tamil Nadu,Mayiladuthurai,Rice,Navarai,153108.49,3812.0,583648.91,1535.0,28.4,21.1,56.8,96.3
1997,Tamil Nadu,Pudukkottai,Rice,Kuruvai,32344.74,3521.69,113908.08,870.6,30.9,22.8,41.4,84.4
1997,Tamil Nadu,Pudukkottai,Rice,Samba,9785.75,4299.87,42077.48,1425.2,34.1,24.7,64.2,109.9
1997,Tamil Nadu,Pudukkottai,Rice,Navarai,46510.68,3540.89,164689.44,1663.1,36.8,24.6,96.6,87.7
1997,Tamil Nadu,Thoothukudi,Rice,Kuruvai,60598.67,3373.21,204412.25,753.4,35.3,20.2,61.1,117.7
1997,Tamil Nadu,Thoothukudi,Rice,Samba,45755.28,3814.7,174542.63,1527.0,31.7,23.5,83.5,107.7
1997,Tamil Nadu,Thoothukudi,Rice,Navarai,17039.81,3429.48,58437.72,1457.1,30.1,21.4,88.6,195.2
1997,Tamil Nadu,Tirunelveli,Rice,Kuruvai,19267.24,4514.04,86973.09,1766.4,31.1,22.2,80.4,167.5
1997,Tamil Nadu,Tirunelveli,Rice,Samba,79878.44,5267.39,420751.1,1609.5,34.5,25.0,46.7,132.6
1997,Tamil Nadu,Tirunelveli,Rice,Navarai,63685.16,4106.66,261533.01,627.7,36.5,23.8,71.2,219.4
1997,Tamil Nadu,Tenkasi,Rice,Kuruvai,43912.47,3739.64,164217.02,1507.9,33.8,24.5,51.5,79.0
1997,Tamil Nadu,Tenkasi,Rice,Samba,56539.56,3914.17,221305.36,1626.8,31.0,19.1,58.0,174.1
1997,Tamil Nadu,Tenkasi,Rice,Navarai,73261.35,3743.67,274266.03,1047.0,33.5,25.6,99.9,112.4
1997,Tamil Nadu,Kanniyakumari,Rice,Kuruvai,38463.58,4330.64,166571.78,431.6,34.9,21.1,73.6,124.2
1997,Tamil Nadu,Kanniyakumari,Rice,Samba,44179.68,4663.87,206048.29,1111.8,29.6,23.7,85.2,89.9
1997,Tamil Nadu,Kanniyakumari,Rice,Navarai,23359.13,4270.52,99755.61,1124.4,37.2,22.8,75.0,142.3
1998,Tamil Nadu,Chennai,Rice,Kuruvai,36294.52,5245.88,190396.54,1552.0,29.9,23.9,57.4,123.5
1998,Tamil Nadu,Chennai,Rice,Samba,3069.75,5659.12,17372.06,639.7,29.0,20.7,62.8,155.7
1998,Tamil Nadu,Chennai,Rice,Navarai,27885.94,4696.61,130969.45,1028.0,34.3,20.0,51.3,224.7
1998,Tamil Nadu,Kanchipuram,Rice,Kuruvai,29311.81,3491.79,102350.79,427.6,35.4,22.4,88.8,241.8
1998,Tamil Nadu,Kanchipuram,Rice,Samba,30730.94,4057.18,124680.85,1365.9,36.8,20.4,95.1,216.7
1998,Tamil Nadu,Kanchipuram,Rice,Navarai,11158.61,3071.87,34277.77,807.7,34.1,24.6,94.0,182.3
